datetime,T_air_C,PAR_umol,CO2_ppm,RH_percent,wind_speed_ms
2018-10-29 11:00:00,19.6,453.377778,330.0,63.2,0.3
2018-10-29 12:00:00,20.0,269.333333,335.0,65.9,0.3
2018-10-29 13:00:00,20.5,390.533333,329.0,62.7,0.3
2018-10-29 14:00:00,21.1,448.888889,324.0,53.2,0.3
2018-10-29 15:00:00,23.2,484.8,309.0,43.6,0.3
2018-10-29 16:00:00,22.6,502.755556,308.0,43.9,0.3
2018-10-29 17:00:00,20.3,107.733333,327.0,51.7,0.3
2018-10-29 18:00:00,17.6,35.911111,349.0,61.7,0.3
2018-10-29 19:00:00,18.8,0.0,354.0,60.3,0.3
2018-10-29 20:00:00,17.5,0.0,368.0,63.6,0.3
2018-10-29 21:00:00,17.7,0.0,376.0,63.4,0.3
2018-10-29 22:00:00,18.5,0.0,384.0,60.5,0.3
2018-10-29 23:00:00,17.2,0.0,395.0,65.0,0.3
2018-10-30 00:00:00,18.1,0.0,406.0,60.5,0.3
2018-10-30 01:00:00,17.3,0.0,412.0,61.7,0.3
2018-10-30 02:00:00,18.3,0.0,418.0,56.4,0.3
2018-10-30 03:00:00,17.3,0.0,424.0,59.2,0.3
2018-10-30 04:00:00,18.8,0.0,433.0,53.5,0.3
2018-10-30 05:00:00,17.0,0.0,428.0,57.7,0.3
2018-10-30 06:00:00,18.5,0.0,428.0,52.8,0.3
2018-10-30 07:00:00,17.2,0.0,440.0,56.2,0.3
2018-10-30 08:00:00,19.3,107.733333,432.0,51.1,0.3
2018-10-30 09:00:00,20.5,408.488889,386.0,51.2,0.3
2018-10-30 10:00:00,21.5,736.177778,319.0,40.0,0.3
2018-10-30 11:00:00,22.9,951.644444,317.0,35.5,0.3
2018-10-30 12:00:00,24.6,1095.288889,314.0,32.5,0.3
2018-10-30 13:00:00,24.9,1032.444444,312.0,32.7,0.3
2018-10-30 14:00:00,24.4,713.733333,317.0,34.0,0.3
2018-10-30 15:00:00,22.8,830.444444,319.0,43.3,0.3
2018-10-30 16:00:00,22.7,606.0,316.0,44.3,0.3
2018-10-30 17:00:00,19.6,291.777778,342.0,46.1,0.3
2018-10-30 18:00:00,18.5,22.444444,347.0,52.8,0.3
2018-10-30 19:00:00,18.4,0.0,365.0,54.7,0.3
2018-10-30 20:00:00,18.2,0.0,374.0,55.3,0.3
2018-10-30 21:00:00,18.5,0.0,394.0,53.6,0.3
2018-10-30 22:00:00,18.5,0.0,396.0,52.9,0.3
2018-10-30 23:00:00,17.0,0.0,407.0,56.5,0.3
2018-10-31 00:00:00,17.4,0.0,414.0,55.3,0.3
2018-10-31 01:00:00,18.0,0.0,419.0,52.8,0.3
2018-10-31 02:00:00,17.5,0.0,428.0,54.6,0.3
2018-10-31 03:00:00,17.4,0.0,434.0,56.2,0.3
2018-10-31 04:00:00,17.7,0.0,435.0,57.1,0.3
2018-10-31 05:00:00,16.9,0.0,446.0,61.4,0.3
2018-10-31 06:00:00,17.8,0.0,441.0,59.6,0.3
2018-10-31 07:00:00,19.4,0.0,455.0,54.2,0.3
2018-10-31 08:00:00,18.3,58.355556,432.0,57.8,0.3
2018-10-31 09:00:00,18.0,175.066667,425.0,63.7,0.3
2018-10-31 10:00:00,21.7,534.177778,342.0,48.7,0.3
2018-10-31 11:00:00,24.0,933.688889,319.0,40.1,0.3
2018-10-31 12:00:00,24.1,1023.466667,317.0,36.1,0.3
2018-10-31 13:00:00,26.2,1018.977778,317.0,34.0,0.3
2018-10-31 14:00:00,24.0,597.022222,324.0,37.2,0.3
2018-10-31 15:00:00,22.9,579.066667,319.0,39.9,0.3
2018-10-31 16:00:00,23.8,597.022222,317.0,41.2,0.3
2018-10-31 17:00:00,20.1,260.355556,334.0,47.6,0.3
2018-10-31 18:00:00,18.8,26.933333,347.0,52.4,0.3
2018-10-31 19:00:00,18.8,0.0,367.0,52.3,0.3
2018-10-31 20:00:00,17.9,0.0,378.0,55.7,0.3
2018-10-31 21:00:00,18.4,0.0,391.0,53.8,0.3
2018-10-31 22:00:00,18.2,0.0,401.0,54.1,0.3
2018-10-31 23:00:00,18.0,0.0,414.0,54.3,0.3
2018-11-01 00:00:00,17.1,0.0,420.0,56.4,0.3
2018-11-01 01:00:00,18.4,0.0,421.0,52.2,0.3
2018-11-01 02:00:00,16.9,0.0,433.0,55.9,0.3
2018-11-01 03:00:00,18.1,0.0,432.0,52.1,0.3
2018-11-01 04:00:00,16.8,0.0,444.0,55.2,0.3
2018-11-01 05:00:00,17.8,0.0,443.0,52.5,0.3
2018-11-01 06:00:00,18.5,0.0,448.0,50.2,0.3
2018-11-01 07:00:00,17.1,0.0,464.0,54.6,0.3
2018-11-01 08:00:00,19.0,116.711111,456.0,50.1,0.3
2018-11-01 09:00:00,20.6,412.977778,421.0,50.8,0.3
2018-11-01 10:00:00,22.2,718.222222,339.0,46.7,0.3
2018-11-01 11:00:00,23.3,938.177778,320.0,40.0,0.3
2018-11-01 12:00:00,27.1,1081.822222,321.0,32.1,0.3
2018-11-01 13:00:00,24.4,1113.244444,318.0,31.6,0.3
2018-11-01 14:00:00,24.3,1027.955556,317.0,32.1,0.3
2018-11-01 15:00:00,23.2,861.866667,321.0,34.7,0.3
2018-11-01 16:00:00,22.0,579.066667,334.0,35.9,0.3
2018-11-01 17:00:00,19.1,264.844444,347.0,39.8,0.3
2018-11-01 18:00:00,18.7,22.444444,376.0,44.8,0.3
2018-11-01 19:00:00,18.3,0.0,378.0,50.5,0.3
2018-11-01 20:00:00,17.7,0.0,393.0,53.7,0.3
2018-11-01 21:00:00,18.3,0.0,411.0,53.3,0.3
2018-11-01 22:00:00,17.7,0.0,421.0,55.9,0.3
2018-11-01 23:00:00,17.4,0.0,430.0,56.7,0.3
2018-11-02 00:00:00,17.3,0.0,436.0,56.7,0.3
2018-11-02 01:00:00,18.2,0.0,446.0,53.9,0.3
2018-11-02 02:00:00,17.0,0.0,455.0,57.2,0.3
2018-11-02 03:00:00,18.5,0.0,455.0,52.5,0.3
2018-11-02 04:00:00,17.0,0.0,467.0,57.1,0.3
2018-11-02 05:00:00,18.3,0.0,468.0,53.7,0.3
2018-11-02 06:00:00,17.2,0.0,467.0,57.0,0.3
2018-11-02 07:00:00,17.9,0.0,472.0,55.3,0.3
2018-11-02 08:00:00,19.4,103.244444,467.0,52.1,0.3
2018-11-02 09:00:00,19.4,430.933333,398.0,53.5,0.3
2018-11-02 10:00:00,21.9,709.244444,348.0,47.8,0.3
2018-11-02 11:00:00,23.8,938.177778,336.0,38.6,0.3
2018-11-02 12:00:00,25.6,1081.822222,329.0,32.5,0.3
2018-11-02 13:00:00,26.5,1095.288889,326.0,32.9,0.3
2018-11-02 14:00:00,27.7,1010.0,319.0,31.6,0.3
2018-11-02 15:00:00,26.2,803.511111,315.0,32.6,0.3
2018-11-02 16:00:00,24.1,538.666667,319.0,36.0,0.3
2018-11-02 17:00:00,20.4,233.422222,343.0,40.6,0.3
2018-11-02 18:00:00,17.4,22.444444,370.0,52.4,0.3
2018-11-02 19:00:00,19.7,0.0,369.0,50.4,0.3
2018-11-02 20:00:00,19.1,0.0,391.0,55.8,0.3
2018-11-02 21:00:00,18.1,0.0,415.0,59.5,0.3
2018-11-02 22:00:00,18.6,0.0,415.0,57.2,0.3
2018-11-02 23:00:00,17.4,0.0,420.0,60.2,0.3
2018-11-03 00:00:00,17.6,0.0,425.0,59.4,0.3
2018-11-03 01:00:00,17.4,0.0,437.0,60.8,0.3
2018-11-03 02:00:00,17.9,0.0,447.0,57.7,0.3
2018-11-03 03:00:00,17.2,0.0,449.0,61.2,0.3
2018-11-03 04:00:00,18.1,0.0,445.0,57.1,0.3
2018-11-03 05:00:00,16.8,0.0,461.0,61.8,0.3
2018-11-03 06:00:00,18.3,0.0,463.0,56.8,0.3
2018-11-03 07:00:00,17.8,0.0,469.0,58.4,0.3
2018-11-03 08:00:00,18.6,94.266667,466.0,58.1,0.3
2018-11-03 09:00:00,19.9,404.0,418.0,56.3,0.3
2018-11-03 10:00:00,21.8,695.777778,360.0,50.5,0.3
2018-11-03 11:00:00,23.7,906.755556,327.0,44.9,0.3
2018-11-03 12:00:00,24.0,1041.422222,350.0,43.0,0.3
2018-11-03 13:00:00,26.1,965.111111,326.0,36.7,0.3
2018-11-03 14:00:00,27.1,718.222222,316.0,33.0,0.3
2018-11-03 15:00:00,24.6,695.777778,317.0,35.2,0.3
2018-11-03 16:00:00,24.3,525.2,317.0,38.5,0.3
2018-11-03 17:00:00,20.1,206.488889,342.0,42.2,0.3
2018-11-03 18:00:00,17.6,8.977778,366.0,53.9,0.3
2018-11-03 19:00:00,20.2,0.0,378.0,51.1,0.3
2018-11-03 20:00:00,19.1,0.0,399.0,56.3,0.3
2018-11-03 21:00:00,18.3,0.0,411.0,58.4,0.3
2018-11-03 22:00:00,17.7,0.0,412.0,61.2,0.3
2018-11-03 23:00:00,18.1,0.0,423.0,57.7,0.3
2018-11-04 00:00:00,17.3,0.0,429.0,60.8,0.3
2018-11-04 01:00:00,17.9,0.0,442.0,58.7,0.3
2018-11-04 02:00:00,17.4,0.0,444.0,61.4,0.3
2018-11-04 03:00:00,17.5,0.0,452.0,61.0,0.3
2018-11-04 04:00:00,17.4,0.0,458.0,61.6,0.3
2018-11-04 05:00:00,17.6,0.0,466.0,60.8,0.3
2018-11-04 06:00:00,17.5,0.0,475.0,61.8,0.3
2018-11-04 07:00:00,18.8,0.0,469.0,59.3,0.3
2018-11-04 08:00:00,18.4,85.288889,469.0,62.4,0.3
2018-11-04 09:00:00,19.5,386.044444,414.0,57.3,0.3
2018-11-04 10:00:00,21.9,659.866667,359.0,50.7,0.3
2018-11-04 11:00:00,23.2,861.866667,351.0,46.6,0.3
2018-11-04 12:00:00,24.8,1005.511111,349.0,41.7,0.3
2018-11-04 13:00:00,25.7,1041.422222,322.0,34.3,0.3
2018-11-04 14:00:00,26.7,951.644444,320.0,32.6,0.3
2018-11-04 15:00:00,25.7,767.6,319.0,34.8,0.3
2018-11-04 16:00:00,23.7,475.822222,327.0,39.6,0.3
2018-11-04 17:00:00,20.1,152.622222,346.0,46.2,0.3
2018-11-04 18:00:00,17.2,17.955556,372.0,59.8,0.3
2018-11-04 19:00:00,19.2,0.0,383.0,55.9,0.3
2018-11-04 20:00:00,18.7,0.0,404.0,58.5,0.3
2018-11-04 21:00:00,17.8,0.0,416.0,61.6,0.3
2018-11-04 22:00:00,18.1,0.0,423.0,60.9,0.3
2018-11-04 23:00:00,17.8,0.0,438.0,60.8,0.3
2018-11-05 00:00:00,17.5,0.0,441.0,62.0,0.3
2018-11-05 01:00:00,17.7,0.0,448.0,60.8,0.3
2018-11-05 02:00:00,17.6,0.0,458.0,60.6,0.3
2018-11-05 03:00:00,17.6,0.0,461.0,59.8,0.3
2018-11-05 04:00:00,17.1,0.0,474.0,62.2,0.3
2018-11-05 05:00:00,17.6,0.0,482.0,60.4,0.3
2018-11-05 06:00:00,17.5,0.0,485.0,61.8,0.3
2018-11-05 07:00:00,17.4,0.0,497.0,62.8,0.3
2018-11-05 08:00:00,19.2,80.8,492.0,60.0,0.3
2018-11-05 09:00:00,20.2,359.111111,416.0,57.4,0.3
2018-11-05 10:00:00,21.6,664.355556,350.0,48.0,0.3
2018-11-05 11:00:00,22.2,866.355556,345.0,46.0,0.3
2018-11-05 12:00:00,24.6,983.066667,345.0,44.0,0.3
2018-11-05 13:00:00,25.5,974.088889,324.0,39.5,0.3
2018-11-05 14:00:00,27.3,897.777778,315.0,35.5,0.3
2018-11-05 15:00:00,26.7,767.6,314.0,35.1,0.3
2018-11-05 16:00:00,24.9,520.711111,314.0,38.6,0.3
2018-11-05 17:00:00,20.2,219.955556,336.0,48.7,0.3
2018-11-05 18:00:00,17.5,17.955556,368.0,66.7,0.3
2018-11-05 19:00:00,19.4,0.0,377.0,63.3,0.3
2018-11-05 20:00:00,18.9,0.0,398.0,66.3,0.3
2018-11-05 21:00:00,17.9,0.0,421.0,68.4,0.3
2018-11-05 22:00:00,17.9,0.0,426.0,67.0,0.3
2018-11-05 23:00:00,18.1,0.0,446.0,65.2,0.3
2018-11-06 00:00:00,17.4,0.0,461.0,66.3,0.3
2018-11-06 01:00:00,17.7,0.0,463.0,64.9,0.3
2018-11-06 02:00:00,17.6,0.0,478.0,64.6,0.3
2018-11-06 03:00:00,17.3,0.0,479.0,65.3,0.3
2018-11-06 04:00:00,17.2,0.0,490.0,66.8,0.3
2018-11-06 05:00:00,17.5,0.0,494.0,66.4,0.3
2018-11-06 06:00:00,17.7,0.0,492.0,68.2,0.3
2018-11-06 07:00:00,17.3,0.0,512.0,71.1,0.3
2018-11-06 08:00:00,19.4,58.355556,509.0,67.0,0.3
2018-11-06 09:00:00,19.1,242.4,486.0,69.6,0.3
2018-11-06 10:00:00,20.8,493.777778,364.0,57.8,0.3
2018-11-06 11:00:00,23.3,772.088889,337.0,52.8,0.3
2018-11-06 12:00:00,21.0,767.6,362.0,52.8,0.3
2018-11-06 13:00:00,24.8,852.888889,343.0,45.0,0.3
2018-11-06 14:00:00,25.4,852.888889,345.0,43.1,0.3
2018-11-06 15:00:00,24.1,682.311111,340.0,43.1,0.3
2018-11-06 16:00:00,23.8,471.333333,333.0,49.6,0.3
2018-11-06 17:00:00,19.8,152.622222,371.0,56.8,0.3
2018-11-06 18:00:00,17.3,13.466667,388.0,69.7,0.3
2018-11-06 19:00:00,18.8,0.0,406.0,65.8,0.3
2018-11-06 20:00:00,18.7,0.0,425.0,67.3,0.3
2018-11-06 21:00:00,18.0,0.0,442.0,69.6,0.3
2018-11-06 22:00:00,17.6,0.0,452.0,71.8,0.3
2018-11-06 23:00:00,17.3,0.0,468.0,73.2,0.3
2018-11-07 00:00:00,17.1,0.0,471.0,74.9,0.3
2018-11-07 01:00:00,17.6,0.0,482.0,74.5,0.3
2018-11-07 02:00:00,17.5,0.0,492.0,76.9,0.3
2018-11-07 03:00:00,17.2,0.0,500.0,79.3,0.3
2018-11-07 04:00:00,17.2,0.0,500.0,82.0,0.3
2018-11-07 05:00:00,16.9,0.0,508.0,83.7,0.3
2018-11-07 06:00:00,18.6,0.0,516.0,78.8,0.3
2018-11-07 07:00:00,17.8,0.0,530.0,83.6,0.3
2018-11-07 08:00:00,18.3,13.466667,537.0,82.0,0.3
2018-11-07 09:00:00,18.9,67.333333,540.0,83.3,0.3
2018-11-07 10:00:00,18.9,121.2,486.0,82.2,0.3
2018-11-07 11:00:00,18.9,170.577778,444.0,82.1,0.3
2018-11-07 12:00:00,19.4,121.2,435.0,83.3,0.3
2018-11-07 13:00:00,19.2,152.622222,407.0,83.8,0.3
2018-11-07 14:00:00,19.0,98.755556,405.0,84.9,0.3
2018-11-07 15:00:00,18.6,76.311111,412.0,88.5,0.3
2018-11-07 16:00:00,19.3,112.222222,402.0,85.9,0.3
2018-11-07 17:00:00,18.3,62.844444,406.0,88.0,0.3
2018-11-07 18:00:00,17.7,0.0,431.0,90.1,0.3
2018-11-07 19:00:00,17.3,0.0,446.0,90.4,0.3
2018-11-07 20:00:00,17.3,0.0,470.0,89.3,0.3
2018-11-07 21:00:00,17.3,0.0,481.0,87.8,0.3
2018-11-07 22:00:00,17.0,0.0,479.0,87.3,0.3
2018-11-07 23:00:00,17.1,0.0,473.0,87.3,0.3
2018-11-08 00:00:00,17.0,0.0,478.0,88.3,0.3
2018-11-08 01:00:00,17.1,0.0,482.0,88.1,0.3
2018-11-08 02:00:00,17.1,0.0,489.0,87.9,0.3
2018-11-08 03:00:00,17.2,0.0,492.0,88.5,0.3
2018-11-08 04:00:00,17.0,0.0,488.0,89.7,0.3
2018-11-08 05:00:00,17.0,0.0,471.0,90.1,0.3
2018-11-08 06:00:00,17.8,0.0,473.0,87.7,0.3
2018-11-08 07:00:00,17.9,0.0,439.0,87.1,0.3
2018-11-08 08:00:00,18.3,4.488889,429.0,87.9,0.3
2018-11-08 09:00:00,18.6,40.4,408.0,88.4,0.3
2018-11-08 10:00:00,18.5,58.355556,392.0,89.5,0.3
2018-11-08 11:00:00,18.8,58.355556,383.0,89.9,0.3
2018-11-08 12:00:00,19.6,112.222222,368.0,88.8,0.3
2018-11-08 13:00:00,19.0,148.133333,336.0,84.4,0.3
2018-11-08 14:00:00,19.2,103.244444,335.0,83.8,0.3
2018-11-08 15:00:00,19.0,62.844444,334.0,89.9,0.3
2018-11-08 16:00:00,18.6,26.933333,345.0,93.4,0.3
2018-11-08 17:00:00,18.2,8.977778,351.0,94.8,0.3
2018-11-08 18:00:00,18.0,0.0,363.0,95.4,0.3
2018-11-08 19:00:00,17.8,0.0,367.0,95.9,0.3
2018-11-08 20:00:00,16.8,0.0,354.0,94.4,0.3
2018-11-08 21:00:00,17.2,0.0,354.0,86.8,0.3
2018-11-08 22:00:00,17.2,0.0,354.0,83.9,0.3
2018-11-08 23:00:00,18.0,0.0,367.0,82.1,0.3
2018-11-09 00:00:00,17.2,0.0,381.0,85.3,0.3
2018-11-09 01:00:00,17.6,0.0,384.0,83.5,0.3
2018-11-09 02:00:00,17.8,0.0,402.0,82.3,0.3
2018-11-09 03:00:00,17.8,0.0,404.0,81.3,0.3
2018-11-09 04:00:00,17.0,0.0,400.0,84.4,0.3
2018-11-09 05:00:00,17.9,0.0,409.0,81.5,0.3
2018-11-09 06:00:00,17.5,0.0,424.0,82.6,0.3
2018-11-09 07:00:00,18.2,0.0,423.0,81.2,0.3
2018-11-09 08:00:00,18.1,4.488889,431.0,83.3,0.3
2018-11-09 09:00:00,18.8,40.4,431.0,83.2,0.3
2018-11-09 10:00:00,18.5,80.8,395.0,81.8,0.3
2018-11-09 11:00:00,20.0,547.644444,328.0,65.1,0.3
2018-11-09 12:00:00,19.8,570.088889,320.0,75.6,0.3
2018-11-09 13:00:00,19.2,538.666667,325.0,76.9,0.3
2018-11-09 14:00:00,20.7,619.466667,335.0,70.2,0.3
2018-11-09 15:00:00,20.6,682.311111,328.0,71.2,0.3
2018-11-09 16:00:00,19.6,471.333333,324.0,61.9,0.3
2018-11-09 17:00:00,17.9,139.155556,320.0,78.7,0.3
2018-11-09 18:00:00,16.8,4.488889,341.0,82.5,0.3
2018-11-09 19:00:00,18.4,0.0,356.0,74.4,0.3
2018-11-09 20:00:00,17.5,0.0,369.0,75.4,0.3
2018-11-09 21:00:00,17.0,0.0,392.0,73.6,0.3
2018-11-09 22:00:00,17.4,0.0,399.0,70.2,0.3
2018-11-09 23:00:00,17.5,0.0,420.0,67.4,0.3
2018-11-10 00:00:00,16.8,0.0,421.0,69.0,0.3
2018-11-10 01:00:00,17.3,0.0,441.0,67.7,0.3
2018-11-10 02:00:00,17.5,0.0,448.0,67.1,0.3
2018-11-10 03:00:00,17.0,0.0,459.0,70.8,0.3
2018-11-10 04:00:00,17.2,0.0,466.0,71.0,0.3
2018-11-10 05:00:00,17.5,0.0,468.0,70.3,0.3
2018-11-10 06:00:00,17.1,0.0,481.0,73.2,0.3
2018-11-10 07:00:00,17.5,0.0,490.0,73.4,0.3
2018-11-10 08:00:00,18.1,58.355556,500.0,75.2,0.3
2018-11-10 09:00:00,18.8,242.4,482.0,78.0,0.3
2018-11-10 10:00:00,21.4,543.155556,362.0,63.0,0.3
2018-11-10 11:00:00,22.8,772.088889,321.0,58.1,0.3
2018-11-10 12:00:00,22.5,776.577778,321.0,56.2,0.3
2018-11-10 13:00:00,23.0,709.244444,329.0,51.7,0.3
2018-11-10 14:00:00,24.8,511.733333,317.0,47.0,0.3
2018-11-10 15:00:00,24.9,493.777778,303.0,48.6,0.3
2018-11-10 16:00:00,22.9,345.644444,315.0,53.9,0.3
2018-11-10 17:00:00,19.6,170.577778,355.0,65.6,0.3
2018-11-10 18:00:00,17.0,8.977778,379.0,78.3,0.3
2018-11-10 19:00:00,18.8,0.0,397.0,70.1,0.3
2018-11-10 20:00:00,18.6,0.0,414.0,71.9,0.3
2018-11-10 21:00:00,17.7,0.0,433.0,74.7,0.3
2018-11-10 22:00:00,18.0,0.0,441.0,72.1,0.3
2018-11-10 23:00:00,17.7,0.0,458.0,73.4,0.3
2018-11-11 00:00:00,17.1,0.0,465.0,75.4,0.3
2018-11-11 01:00:00,17.4,0.0,473.0,74.4,0.3
2018-11-11 02:00:00,16.9,0.0,485.0,75.5,0.3
2018-11-11 03:00:00,17.4,0.0,494.0,73.4,0.3
2018-11-11 04:00:00,17.2,0.0,498.0,74.8,0.3
2018-11-11 05:00:00,17.4,0.0,513.0,75.2,0.3
2018-11-11 06:00:00,17.2,0.0,519.0,77.7,0.3
2018-11-11 07:00:00,17.7,0.0,532.0,78.8,0.3
2018-11-11 08:00:00,18.1,58.355556,525.0,81.0,0.3
2018-11-11 09:00:00,19.8,336.666667,454.0,72.7,0.3
2018-11-11 10:00:00,19.4,386.044444,366.0,72.6,0.3
2018-11-11 11:00:00,20.2,538.666667,341.0,72.9,0.3
2018-11-11 12:00:00,20.0,323.2,332.0,77.8,0.3
2018-11-11 13:00:00,20.1,264.844444,330.0,79.6,0.3
2018-11-11 14:00:00,19.2,116.711111,330.0,86.1,0.3
2018-11-11 15:00:00,19.6,161.6,308.0,86.1,0.3
2018-11-11 16:00:00,18.7,85.288889,331.0,87.2,0.3
2018-11-11 17:00:00,18.0,26.933333,343.0,91.2,0.3
2018-11-11 18:00:00,17.4,4.488889,377.0,87.2,0.3
2018-11-11 19:00:00,17.6,0.0,400.0,83.2,0.3
2018-11-11 20:00:00,17.7,0.0,411.0,82.9,0.3
2018-11-11 21:00:00,17.2,0.0,421.0,83.6,0.3
2018-11-11 22:00:00,17.1,0.0,433.0,82.6,0.3
2018-11-11 23:00:00,17.3,0.0,443.0,82.7,0.3
2018-11-12 00:00:00,17.3,0.0,457.0,81.9,0.3
2018-11-12 01:00:00,17.8,0.0,471.0,82.0,0.3
2018-11-12 02:00:00,17.1,0.0,478.0,83.8,0.3
2018-11-12 03:00:00,17.4,0.0,486.0,83.0,0.3
2018-11-12 04:00:00,16.9,0.0,493.0,82.1,0.3
2018-11-12 05:00:00,17.2,0.0,504.0,79.1,0.3
2018-11-12 06:00:00,16.9,0.0,522.0,80.0,0.3
2018-11-12 07:00:00,17.1,0.0,532.0,78.9,0.3
